die juristischen Aufklärungen zu geben bereit sein. (Del. Bentwich,['Del. Bentwich'],[],[],[];;
macht eine Bemerkung.) Mr. Bentwich meint, dass die Erörterung,['Mr. Bentwich'],[],['Mr. Bentwich'],[];;
dieses Punktes nicht hieher gehört und dass es im Meeting der,[],[],[],[];;
Bank am Platze ist, sich darätber auszusprechen. Ich kann mich,[],[],[],[];;
enthalten, dazu Stellung zu nehmen, denn fätr das Actions-Comittee,[],[],[],[];;
genätgt es in der gegenwärtigen Debatte, sich gegen die Anklage,[],[],[],[];;
zu rechtfertigen, dass wir einen Congressbeschluss nicht ausgefäthrt,[],[],[],[];;
haben oder die Nichtsausfäthrung geduldet haben. (Zustimmung.,[],[],[],[];;
Herr Motzkin hat eine zweite schwere Anklage gemacht.,['Herr Motzkin'],[],['Herr Motzkin'],[];;
Es war nämlich ein Passus in meiner Londoner East End-Rede, die,[],['Londoner East'],[],[];;
ihm den Eindruck gemacht hat, dass ich ein vielversprechendes,[],[],[],[];;
Talent wäre. (Lebhafte Heiterkeit.) Es gibt Augenblicke, Herr,['Herr'],[],[],[];;
Motzkin, wo man eine neue Thatsache erfährt, eine glätckliche,['Motzkin'],[],[],[];;
Wendung, ein Ereignis, das mitzutheilen man noch nicht in der,[],[],[],[];;
Lage ist, gerade weil man ein vorsichtiger Mensch ist, gerade weil,[],[],[],[];;
man den Enthusiasmus nicht ätberhitzen will, weil man die Be,[],[],[],[];;
wegung in den Bahnen eines besonnenen und geordneten Fort,[],[],[],[];;
schreitens erhalten will. Sie werden es aber dennoch menschlich,,[],[],[],['schreitens'];;
wenn nicht politisch begreiflich finden, dass man unter dem un,[],[],[],[];;
mittelbaren Eindrucke einer solchen neuen Thatsache steht, wie,[],[],[],[];;
es damals bei mir der Fall war, und es gibt hier mehrere Personen,,[],[],[],[];;
die ganz genau wissen, wovon ich spreche. (Hört. hört!) Wenn,['Hört'],[],[],[];;
man in einem solchen Augenblicke, wo man plötzlich die Ueber,[],[],[],[];;
zeugung hat, dass diese fätr wahnsinnig erklärte Bewegung durch,[],[],[],[];;
aus in der Welt realer politischer Thatsachen anerkannt ist, dass,[],[],[],[];;
es der ärgste Gegner nicht mehr leugnen könnte, wenn man die,[],[],[],[];;
Gätte hätte, es ihm mitzutheilen ”,[],[],[],[];;
wenn,[],[],[],[];;
man in einem solchen,[],[],[],[];;
Augenblicke der Erleichterung, wo man,[],[],[],[];;
die vollste, sozusagen,[],[],[],[];;
gerichtsordnungsmässige Ueberzeugung hat, dass man nicht mehr,[],[],[],[];;
"unter Curatel zu stellen ist (Lebhafter Beifall und Händeklatschen),,[],""['Curatel', 'Händeklatschen']"",[],['Curatel']";;
die Worte sagt: Ich habe nie so bestimmt zu Ihnen gesprochen,,[],[],[],[];;
wie jetzt, dass ich an eine Verwirklichung unserer Pläne glaube,,[],[],[],[];;
und zwar in einer Zeit, die Leute meines Alters noch erleben,[],[],[],[];;
werden, so ist das nicht eine so zätgellose Versprechung und nicht,[],[],[],[];;
so geeignet, einen ungesunden Begeisterungssturm hervorzurufen,,[],['Begeisterungssturm'],[],[];;
81,[],[],[],[];;
wie Herr Motzkin in seiner Bedächtigkeit behauptet hat. (Zu,['Herr Motzkin'],[],['Herr Motzkin'],[];;
stimmung.,[],[],[],[];;
Die Worte, die ich in London gesprochen habe, sind glätck,[],['London'],[],['London'];;
licherweise auf einen fruchtbaren Boden gefallen und haben dem,[],[],[],['licherweise'];;
durch blosse Reden, durch blosse mathematische Auseinander,[],[],[],[];;
setzungen auf die Dauer vielleicht nicht warm zu erhaltenden,[],[],[],[];;
Eifer unserer Freunde ein bisschen neues Feuer gegeben. Ich weiss,[],['Eifer'],[],[];;
nicht, ob ich mich dadurch an der Bewegung, an der Vernätnftig,[],['Vernätnftig'],[],[];;
keit unserer Agitation versätndigt habe. (Stätrmischer Beifall und,[],[],[],[];;
Händeklatschen.),[],['Händeklatschen'],[],[];;
Bedenken Sie, dass ich kein Datum angegeben habe, dass Sie,[],[],[],[];;
in Verlegenheit wären, mir zu sagen, welche verfräthten, welche,[],[],[],[];;
positiven Versprechen ich gemacht habe. Ich habe nur einer Ver-,[],[],[],[];;
sammlung von armen Juden in East End gesagt: Ich habe eine,[],['East End'],[],['East End'];;
stärkere Ueberzeugung, als je vorher, dass wir auf richtigem Wege,[],[],[],[];;
uns befinden. Darin ein Unrecht zu sehen, scheint mir doch eine,[],[],[],[];;
gewisse Härte gegen das Actions-Comittee. (Beifall und Hände,['Hände'],[],[],[];;
klatschen.),[],[],[],[];;
Im ätbrigen werde ich mir den Rath des Herrn Motzkin,['Herrn Motzkin'],[],['Herrn Motzkin'],[];;
selbstverständlich dienen lassen, und selbst, wenn Zwischenfälle,[],[],[],[];;
kleinerer oder grösserer Art vorkommen sollten, welche meinen,[],[],[],[];;
Muth, der auch manchmal frische Kohlen braucht, wieder neu,[],[],[],[];;
heizen, so werde ich darätber keine Mittheilungen machen (Wider-,[],[],[],[];;
spruch und mir denken: Herr Motzkin will es nicht. (Heiterkeit,['Herr Motzkin'],[],['Motzkin'],[];;
und Beifall.) Herr Motzkin zieht die mathematische Form der,['Herr Motzkin'],[],['Herr Motzkin'],[];;
Agitation vor.,[],[],[],[];;
"Herr Motzkin möchte, dass wir mathematisch und planmässig,""['Herr Motzkin', 'planmässig']"",[],['Herr Motzkin'],[]";;
verschweigen, wenn irgend etwas Gutes in unserer Bewegung vor,[],[],[],[];;
kommt. (Heiterkeit.) Es war dies der Sinn seiner Worte. Er ver,[],['Sinn'],[],[];;
spricht sich nur dann richtige Agitation ” ich glaube, alle haben,[],[],[],[];;
dies so verstanden ” wenn man nicht ab und zu eine gute Mit,['Mit'],[],[],[];;
theilung macht. Ich glaube, dass eine Truppe unterwegs ein an,[],[],[],[];;
feuerndes Wort, ein Lied, eine Fahne braucht (Beifall), umso mehr,,['Lied'],[],[],[];;
wie Sie alle wissen ” die Schwierigkeiten, die man uns in,[],[],[],[];;
”,[],[],[],[];;
als,[],[],[],[];;
den Weg legt, wirklich nicht gering sind. Was sehen wir vor uns:,[],[],[],[];;
Es wird jeder Schritt, den wir nach vorwärts machen, in einer,[],[],[],[];;
Weise kritisiert und entstellt, die ich hier nicht bezeichnen will.,[],[],[],[];;
Herr Motzkin selbst hat erwähnt, wie viel Verdächtigungen gegen,['Herr Motzkin'],[],['Herr Motzkin'],[];;
uns vorgebracht worden sind ” in der antizionistischen Bewegung,[],[],[],[];;
(Heiterkeit), und er meint, es wäre ein Fehler, dass wir nicht in,[],[],[],[];;
der rechten Zeit geantwortet haben. Wenn Sie bedenken, wie aus,[],[],[],[];;
gebreitet das Feld der antizionistischen Bewegung ist, und bedenken,,[],[],[],[];;
dass ein eigenes Pressätberwachungs-Bureau eingerichtet werden,[],[],[],[];;
mätsste, um festzustellen, was in Chicago oder sonstwo gegen uns,[],[],[],['Chicago'];;
von dem, was am nächsten liegt, von Berlin oder,[],['Berlin'],[],['Berlin'];;
”,[],[],[],[];;
vorliegt,[],[],[],[];;
so mussten wir,[],[],[],[];;
London will ich gar nicht sprechen (Heiterkeit) ”,[],['London'],[],['London'];;
6,[],[],[],[];;
82,[],[],[],[];;
”,[],[],[],[];;
eine eigene Presscontrol-Commission haben, damit wir sofort,[],[],[],[];;
erfahren, wenn eine neue Entstellung auftaucht. Auf alle Ver,[],[],[],[];;
dächtigungen zu antworten, haben wir unter unserer Wätrde,[],[],[],[];;
geglaubt. (Beifall.),[],[],['geglaubt.'],[];;
So hat man beispielsweise die unterlassene Publicierung der,[],[],[],[];;
Rechnungslegung am vorigen Congresse von einer Seite, von der,[],[],[],[];;
ich es nicht erwartet habe, als unterlassene Rechnungslegung aus,[],[],[],[];;
"gelegt; man hat gesagt, wir haben keine Rechnung gelegt. (Del.,[],['Del.'],[],[]";;
Motzkin: Ich habe das nicht gesagt!),['Motzkin'],[],[],[];;
"Nicht Sie haben das gesagt, sondern ein Herr in England;,[],['England";'],[],['England;']
die Herren wissen ätbrigens genau, wer es gethan hat und in,[],[],[],[];;
welchem Blatte dies erschienen ist. Wir haben geglaubt, im,[],[],[],[];;
Interesse der Wätrde des Congresses darauf gar nicht eingehen zu,[],[],[],[];;
sollen. Hierher gehören auch die Verdächtigungen wegen der,['Hierher'],[],[],[];;
Wahlreform, wo sich nun die Wahrheit herausgestellt hat. Es war kein,['Wahlreform'],[],[],[];;
Staatsstreich, es war kein Staat, es war kein Streich, es war keine,['Staatsstreich'],[],[],[];;
Verletzung der Statuten, keine Wahlreform. Wir haben nur publiciert,,[],['Statuten'],[],[];;
dass wir auf Grund der beträtbenden Wahrnehmungen im vorigen,[],[],[],[];;
Jahre, wo einzelne, glätcklicherweise nur einzelne Personen am,[],[],[],[];;
Congresse theilgenommen haben, die nicht auf Grund einer richtigen,[],[],[],[];;
und ehrlichen Wahl hierher gekommen sind, was ätbrigens der,[],[],[],[];;
Obmann des vorjährigen Legitimations-Ausschusses am besten,[],[],[],[];;
bestätigen kann, dass wir auf Grund dieser Wahrnehmungen uns,[],[],[],[];;
bemäthen wollen, den Congress zu einer ehrlichen, aufrichtigen,[],[],[],[];;
Vertretung des jätdischen Volkes zu machen. Daraus hat man nun,[],[],[],[];;
gefolgert, dass wir den Congress in die Hand bekommen wollen,,[],[],[],[];;
ich weiss nicht, zu welchem Zwecke, ich weiss nicht, zur Aus,['Zwecke'],[],[],[];;
ätbung welcher Macht. Ich weiss nicht, wer die Illusion hat, dass,[],[],[],[];;
wir eine greifbare Macht nach aussen repräsentieren. Wir haben,[],[],[],[];;
nur die Macht der Idee. Uns dafätr erst Leute auf complicierte,[],[],[],[];;
Art wählen zu lassen ”,[],[],[],[];;
ich weiss nicht, wer so verworren denken,[],[],[],[];;
kann, dies anzunehmen.,[],[],[],[];;
Uebrigens ist jeder, der hierher gekommen ist auf Grund,[],[],[],[];;
einer Wahl, die er kennt, in der Lage, Ihnen zu sagen, ob das,[],[],[],[];;
Actions-Comittee nur den geringsten Einfluss in dieser Hinsicht,[],[],['Actions-Comittee'],[];;
genommen hat. Das weiss der ganze Congress, dass das Actions,[],[],[],[];;
Comittee die Wahlen nicht gemacht hat.,[],[],[],[];;
Wenn sich beispielsweise Personen aus anderen Ländern an,[],[],[],[];;
uns wendeten, um zu hören, welches Mandat fätr sie frei sei, weil,[],[],[],[];;
viele einer Ortsgruppe die kostspielige Entsendung eines Delegierten,[],[],[],[];;
ätberlassen wollten ” dass wir sie in Verbindung gebracht haben,[],[],[],[];;
mit Herren, welche um die Wahlen sich zu kätmmern haben, wird,[],[],[],[];;
gewiss niemand als Wahlbeeinflussung betrachten. Und dennoch,[],[],[],[];;
sind aus dieser Wahlreform, wie sie von einem Stilisten genannt,[],[],[],[];;
worden ist, die bittersten Vorwätrfe gegen uns erhoben worden.,[],[],[],[];;
83,['83'],[],[],[];;
Wir haben darauf nichts geantwortet, als dass wir zu,[],[],[],[];;
gelegener Zeit den Inhalt der Wahlvorschriften publicieren werden.,[],[],[],[];;
Dies war unsere Antwort, und ich glaube, diejenige, die ein Actions,[],[],[],[];;
Comittee zu geben hat. In eine Polemik mit solchen Leuten uns,[],[],[],[];;
einzulassen, hielten wir nicht fätr unsere Sache.,[],[],[],[];;
Weil ich schon hier davon spreche, möchte ich bemerken,,['Weil'],[],[],[];;
dass es eine unserer schmerzlichsten Erfahrungen war, dass man,[],[],[],[];;
in einer solchen Weise gegen uns gekämpft hat und zu kämpfen,[],[],[],[];;
fortfährt.,[],[],[],[];;
Dass man kein Zionist ist, kann ich mir ganz gut vorstellen.,[],[],[],[];;
Ich kann mir auch ganz gut vorstellen, dass man sich einer,[],[],[],[];;
anderen politischen Ueberzeugung zuwendet, als es die meinige ist,,[],[],[],[];;
und ich werde denjenigen, der dies offen äussert, darum nicht,[],[],[],[];;
weniger achten, und ich bin gewiss in der Lage, mit ihm freund,['freund'],[],[],[];;
schaftlich zu verkehren. Was ich aber nicht verstehe, ist, wie,[],[],['schaftlich'],[];;
Juden gegen Juden, die eine solche Bewegung machen, wie wir,[],[],[],[];;
sie machen, in solcher Weise auftreten können. Das werde ich nie,[],[],[],[];;
verstehen, und ich glaube, dass aus dem gesunden Sinne unseres,[],[],[],[];;
allmählich aufzuklärenden Volkes die Vergeltung fätr ein solches,[],[],[],[];;
Vorgehen rechtzeitig kommen wird, bevor wir den Muth verloren,[],[],[],[];;
haben, uns weiter um das Schicksal dieses Volkes zu kätmmern.,[],[],[],[];;
(Stätrmischer, langanhaltender Beifall und Händeklatschen im Saale,[],[],[],[];;
und auf der Gallerie.,['Gallerie'],[],[],[];;
Redner wird vielseitig beglätckwätnscht.),['Redner'],[],[],[];;
"Del. Dr. Werner: Ich beantrage, nach den Ausfäthrungen des Herrn,""['Del. Dr. Werner', 'Herrn']"",[],['Del.'],[]";;
Dr. Herzl die Sitzung zu vertagen, da wir zu ermätdet und zu ergriffen,['Dr. Herzl'],[],['Herzl'],[];;
sind, um unsere Berathungen fortsetzen zu können.,[],[],[],[];;
Vors. Dr. Mandelstamm: Die Sitzung ist geschlossen. (Schluss,['Dr. Mandelstamm'],['Vors'],[],[];;
der Sitzung: 32 Uhr.),[],[],[],[];;
Nachmittagssitzung.,[],[],[],[];;
Beginn 4 Uhr 30 Min.,[],['Beginn'],[],[];;
"Vorsitzende: Dr. Herzl, Dr. Mandelstamm, Dr. Gaster.,""['Dr. Herzl', 'Dr. Mandelstamm', 'Dr. Gaster']"",[],[],[]";;
Vors. Dr. Mandelstamm: Die Sitzung ist eröffnet. Ich bitte die,['Dr. Mandelstamm'],['Vors'],[],[];;
Herren Ordner, in die Commission zu gehen und die Herren darauf,[],[],[],[];;
aufmerksam zu machen, dass die Sitzung beginnt. Ich möchte die ver-,[],[],[],[];;
ehrten Damen und Herren darauf aufmerksam machen, dass die Fätnf,[],[],[],[];;
Minutenzeit unbedingt eingehalten werden wird. Das Wort hat nun Herr,['Herr'],[],['Minutenzeit'],[];;
Del. Pineles.,['Del. Pineles'],[],[],[];;
Del. Pineles (mit lebhaftem Beifall und Händeklatschen begrätsst):,['Del. Pineles'],[],[],['Del.'];;
Sehr geehrte Versammlung! Es ist gestern und heute an dieser Stelle,[],[],[],[];;
bereits ätber Rumänien gesprochen worden, aber ich will mir,[],['Rumänien'],[],['Rumänien'];;
erlauben, Ihnen noch einige Details mitzutheilen, die Sie interessieren,[],[],[],[];;
6,[],[],[],[];;
”,[],[],[],[];;
84,[],[],[],[];;
dätrften. Was den Zionismus bei uns zulande anbetrifft, hätten wir,[],[],[],[];;
uns nicht zu beklagen; wir thun alle unser Bestes. Unter den 131 Zions,[],[],[],[];
vereinen haben wir 23 Damen- und Mädchenvereine und,['Mädchenvereine'],[],[],[];;
25 Jugendvereine, was wohl die sicherste Gewähr fätr den weiteren,[],[],[],[];;
Bestand des Zionismus bietet. All diese letzteren halten regelmässige,[],['Bestand'],[],[];;
Sitzungen mit Vorträgen und Vorlesungen ätber jätdische Geschichte,,[],[],[],[];;
manche auch ätber hebräische Literatur, und besitzen die meisten auch,[],[],[],[];;
Bibliotheken zionistischen Inhaltes. Die Galatzer Bnei-Zion-Kadimahœ,[],[],[],[];;
haben die Autoemancipationœ von Dr. Pinsker ins Rumänische ätber-,['Dr. Pinsker'],[],['Dr. Pinsker'],[];;
setzt und zum Kostenpreise herausgegeben und wollen nach und nach,[],[],[],[];;
auch andere Schriften mit zionistischer Tendenz ins Rumänische ätber,['Rumänische'],[],[],['Rumänische ätber'];;
tragen und verbreiten. Es ist dies sehr erfreulich und verdient hervor,[],[],[],[];;
gehoben zu werden.,[],[],[],[];;
Unter den anderen Städten in Rumänien nimmt wohl Braila in,[],['Rumänien'],['Braila'],['Rumänien'];;
"Zionsangelegenheiten den ersten Rang ein, und wir können von Herrn,""['Rang', 'Herrn']"",[],[],[]";;
Ellmann sagen: Ã  tout Seigneur, tout honneur ! er verdient diese. (Beifall.),['Ellmann'],[],['Ellmann'],[];;
Wenn die grossen jätdischen Centren des Landes in demselben,[],[],[],[];;
Masse arbeiten wätrden, könnte man uns beneiden. Wir hoffen, dass die,[],[],['Masse'],[];;
Ambition dazu beitragen wird, dies zu bewerkstelligen.,[],[],[],[];;
In den Gemeindevorständen verschiedener Städte haben,[],[],[],['Gemeindevorständen'];;
wir bereits Zionisten, die sich bemäthen, die anderen Herren in unser,[],[],[],[];;
Fahrwasser zu remorquieren. (Bravo!),[],[],[],[];;
Soweit ist alles erfreulich. Nun kommen die Schattenseiten. Im,[],[],[],[];;
Laufe des abgelaufenen Jahres hatten wir die Unannehmlichkeit, con-,[],[],[],[];;
statieren zu mätssen, dass der Ahavath-Zionœ in Tarnow so manchen,[],['Tarnow'],[],['Tarnow'];;
Verein in der oberen Moldau uns abträtnnig machen wollte und durch,[],['Moldau'],[],['Moldau'];;
Vorspiegelungen an sich zu reissen suchte. Um unsere Vereine nicht,[],[],[],['Vorspiegelungen'];;
irrefäthren zu lassen, wandten wir uns an die competenteste Quelle in,[],[],[],[];;
Paris, um zu wissen, wie wir daran sind, und erhielten zur Antwort,,[],['Paris'],[],['Paris'];;
dass alles, was ätber die Colonie Machnam phantasiert wird,,[],[],[],['Machnam'];;
der nach,[],[],[],[];;
lau hoju welau niwrau, das heisst: existiert nicht als Colonie ! (Hört, hört!),['lau'],[],[],['lau hoju welau'];;
Bei dieser Gelegenheit erlaube ich mir auch zu bemerken, dass,[],[],[],[];;
aller Liebe Mäth, sei es der äusseren, sei es der inneren Störenfriede,,[],[],[],[];;
unnättz wäre, uns in unserem uns vorgezeichneten Wege zu hindern,,[],[],[],[];;
und wir bitten sie, es nicht zu thun. Das Central-Comittee steht so fest,,[],[],[],[];;
dass es niemandem gelingen wird, Uneinigkeit in unser Lager zu bringen,,[],[],[],[];;
afili kol haruchos schebuolom ein mesuson aussau mimkomoh, alles,[],[],['afili kol'],[];;
Stätrmen ist unnättz! Leider haben wir aber ganz andere Sorgen zu ver-,[],[],[],[];;
zeichnen. Die Judennoth bei uns ist ganz verschieden von der in,['Judennoth'],[],[],[];;
"unseren Nachbarländern Galizien und Russland, wo doch geordnete,[],""['Galizien', 'Russland']"",[],""['Galizien', 'Russland']""";;
Gemeindezustände vorhanden, die von den respectiven Regierungen,[],[],[],[];;
anerkannt sind. Bei uns ist dies leider nicht der Fall; wir haben keine,[],[],[],[];
"regelmässigen Einkätnfte, die von der Regierung anerkannt wären; wir,[],['Einkätnfte'],[],[]";;
haben keine Subventionen fätr Schulen und Spitäler, wie sie in so gross,['Spitäler'],[],[],[];;
"mätthiger Weise von den Baron Hirsch'schen Fonds in anderen Ländern,,""[""""Baron Hirsch'schen Fonds""""]"",[],[],[]";;
85,[],['85'],[],[];;
die in beneidenswerter Lage sich befinden, zutheil geworden (ausser,[],[],[],[];;
einer Schule in Botschani seit mehreren Jahren und, wenn ich nicht,[],['Botschani'],[],['Botschani'];;
irre, sechs Schulen in verschiedenen kleinen Orten und einer Hand,[],[],[],[];;
werkerschule in Bukarest, die erst im laufenden Jahre etabliert,[],['Bukarest'],[],['Bukarest'];;
wurden).,[],[],[],[];;
Wir sind daher in den meisten Städten auf die Koscherfleisch,[],[],[],[];;
Taxe angewiesen, die wiederum nur auf die arme Arbeiter- und Mittel-,[],['Mittel-'],['Taxe'],[];;
classe fällt, da die besser Situierten grösstentheils diese nicht entrichten.,[],[],[],[];;
Mit diesen unsicheren Einnahmen mätssen wir unseren Clerus, unsere,[],[],[],[];;
Schulen, unsere Spitäler und andere Wohlthätigkeitsanstalten aus-,['Spitäler'],[],[],['Wohlthätigkeitsanstalten'];;
halten. Man kann sich einen Begriff machen, wie wir zu bedauern sind.,[],[],[],[];;
Nun gehen wir heuer einem Jahre entgegen, dass sich Gott unser,['Gott'],[],[],[];;
erbarmen möge: Die Missernte in dem grössten Theile unseres Landes,[],[],[],[];;
kann fätr die Juden geradezu zur Katastrophe fäthren. Denn während die,[],[],[],[];;
hohe Regierung fätr die rumänischen nothleidenden Bauern durch Vor-,[],[],[],[];;
"schätsse in Geld und Nahrungsstoffen, Nothbauten etc. väterlich Sorge,""['Geld', 'Sorge']"",[],[],[]";;
tragen wird, mätssen wir uns fragen, wer sich unserer nothleidenden,[],[],[],[];;
Juden annehmen wätrde?,[],[],[],[];;
"Die Arbeiter in den Häfen von Braila und Galatz sind bereits seit,[],""['Braila', 'Galatz']"",[],""['Braila', 'Galatz']""";;
Wochen ohne Beschäftigung und Brot; sie betteln bereits rudelweise in,['Brot'],[],[],[];
der Form von Collectiv-Petitionen um Gewährung von Anlehen als,[],[],[],[];;
Vorschätsse bei den Getreide-Exporteuren, natätrlich ohne Aussicht,,[],[],[],[];;
wann dies durch Arbeit abzuzahlen. Die Handwerker ruhen auch,[],[],[],[];;
bereits seit Wochen, und hunderte emigrieren nach allen Richtungen der,[],[],[],[];;
Windrose.,[],[],[],[];;
Wenn wir am ersten Congresse 9000 Petitionen hier vorbrachten,[],[],[],[];;
mit circa 50.000 Seelen, die den Wunsch kundgaben, nach dem heiligen,[],[],[],[];;
Lande zu gehen, kann ich dreist behaupten, dass, wenn wir den Charter,[],[],[],[];;
jetzt in Händen hätten, mehr als 100.000 Seelen reisefertig wären, die,[],['Händen'],[],['Händen'];;
Lenden gegätrtet und den Wanderstab in der Hand, darunter auch,[],[],['Lenden'],[];;
Gruppen mit bedeutenden Geldbeträgen. (Lebhafter Beifall und Hände,['Gruppen'],[],[],[];;
klatschen.),[],[],[],[];;
Wenn durch unseren Schmerzensschrei hier den nothleidenden,['Schmerzensschrei'],[],[],[];;
"Juden in Rumänien von irgendwelcher Seite Hilfe gebracht wätrde,,[],""['Rumänien', 'Hilfe']"",[],['Rumänien']";;
wätrden wir gewiss sehr dankbar sein. Aber eines möchten wir unsere,[],[],[],[];;
galizischen und russischen Gesinnungsgenossen ersuchen, bei ihrer,[],['russischen Gesinnungsgenossen'],[],[];;
Rätckkehr in die Heimat durch dortige Zeitungen, in den Synagogen etc.,[],[],[],[];;
unsere armen Brätder zu warnen, nach Rumänien jetzt einzuwandern,,[],['Rumänien'],[],['Rumänien'];;
"und sei es auch nur temporär, wie viele es gewöhnlich thun; sie kommen,[],[],[],[]";;
jetzt nicht nur vom Regen in die Traufe, sondern geradezu in eine,[],[],[],[];;
Ueberschwemmung, wo sie unrettbar verloren gehen. Keine jätdische,[],[],[],[];;
Gemeinde und keine Privatwohlthätigkeit wird ihnen zu Hilfe kommen,[],['Hilfe'],[],[];;
können, nach dem bekannten: anijei iroch kodmin! Die Regierungsorgane,[],[],[],[];;
werden daher bemätssigt sein, alle mittellosen Juden per Schub ätber die,[],[],[],[];;
Grenze zu befördern, und um ein chilul haschem zu vermeiden, ist,[],['Grenze'],[],[];;
meine obige Bitte am Platze.,[],[],[],[];;
”,[],[],[],[];;
86,[],[],[],[];;
Was die Schekelspenden und die Actien der Jätdischen Colonial,['Colonial'],[],[],['Schekelspenden'];;
Bank betrifft, werden Ihnen der Finanz- und Bankbericht die nöthigen,[],['Finanz-'],[],[];;
Details liefern.,['Details'],[],[],[];;
Wir wollen hoffen, zum nächsten Congresse mit besseren Aus,[],[],[],[];;
sichten zu kommen. Das walte Gott! (Lebhafter Beifall.),[],[],[],[];;
"Vors. Dr. Mandelstamm: Zum Worte gelangt nun Herr Dr. Alexander,""['Dr. Mandelstamm', 'Herr Dr. Alexander']"",['Vors'],[],[]";;
Marmorek.,['Marmorek'],[],[],[];;
"Del. Dr. Alexander Marmore: Ich verzichte.,['Del. Dr. Alexander Marmore'],[],""['Del.', 'Alexander Marmore: Ich verzichte.']"",[]";;
"Vors. Dr. Mandelstamm: Dann ertheile ich dem Herrn Doctor,""['Dr. Mandelstamm', 'Herrn Doctor']"",['Vors'],['ertheile'],[]";;
Rabinovitsch das Wort.,[],['Rabinovitsch'],[],[];;
"Del. Dr. Samson Rabinovitsch-Charkow (spricht russisch).,['Del. Dr. Samson Rabinovitsch-Charkow'],[],""['Del.', 'Samson Rabinovitsch-Charkow']"",[]";;
Bis jetzt wurden uns drei wichtige Facta mitgetheilt:,[],[],[],[];;
1. Die zionistische Bewegung hat ätberall eine grosse Verbreitung,[],[],[],[];;
gefunden.,[],[],[],[];;
2. Die nächste Aufgabe der Zionisten ist, die Bewilligung des,[],[],[],[];;
"Sultans zur freien Colonisation in Palästina zu erlangen.,[],""['Sultans', 'Palästina']"",[],['Palästina']";;
3. Ein Theil des Comittees, an dessen Spitze Dr. Herzl stand, wurde,['Dr. Herzl'],[],['Herzl'],[];;
vom deutschen Kaiser empfangen.,[],[],[],[];;
Mit Bezug auf Russland wurde uns mitgetheilt, dass die Zahl der,[],['Russland'],[],['Russland'];;
Schekelzahler sich um 30% erhöht hat. Dieser Umstand hat jedoch fätr,['Schekelzahler'],[],['Schekelzahler'],[];;
uns nur eine geringe Bedeutung. Millionen von russischen Juden stehen,[],['russischen'],[],[];;
"noch nicht in den Reihen der Zionisten; nicht deshalb, weil sie Gegner,[],[],[],[]";;
des Zionismus sind, sondern aus dem Grunde, weil sie von demselben,[],[],[],[];;
keinen Begriff haben und hunderttausende Juden nicht einmal wissen.,[],[],[],[];;
was in Basel vorgeht.,[],['Basel'],[],['Basel'];;
Inzwischen weht in Basel schon das dritte Jahr das jätdische,[],['Basel'],[],['Basel'];;
Banner zur Zeit des Congresses. Wir sollten uns jetzt nicht damit be,['Banner'],[],[],[];;
fassen, so rasch als möglich das Recht zur Ansiedlung in Palästina,[],['Palästina'],[],[];;
zu erlangen, sondern wir mätssen trachten, dass die zionistische,[],[],[],[];;
Bewegung, dieses natätrliche historische Factum unserer Epoche des,[],[],[],[];;
allgemeinen nationalen Selbstbewusstseins, an Festigkeit und Uner-,[],[],[],[];;
schättterlichkeit gewinne.,[],[],['schättterlichkeit gewinne'],[];;
Palästina wird unser sein, und dies wird von allen Völkern an,[],['Palästina'],[],['Palästina'];;
erkannt werden, wenn es nur gelingt, die Mehrheit der Juden darätber,[],[],[],[];;
aufzuklären, worätber wir uns selbst klar geworden sind, und die,[],[],[],[];;
zionistische Bewegung regelrecht zu organisieren.,[],[],[],[];;
Wir haben gehört, dass die Deputation der Zionisten vom,[],[],[],[];;
deutschen Kaiser empfangen wurde. In unserer Epoche der Deputationen,[],[],[],[];;
haben einige Nationen versucht, das Recht zu erlangen, bei den Höfen,[],[],[],[];;
der europäischen Mächte empfangen zu werden und haben dies auch,[],['europäischen Mächte'],[],[];;
erreicht.,[],[],[],[];;
”,[],[],[],[];;
87,[],['87'],[],[];;
Unser Congress bildet noch keine juristisch anerkannte Körper,[],['Körper'],[],[];;
schaft und wird sich auch zu einer solchen niemals gestalten, wenn wir,[],[],[],[];;
zur Erreichung dieses Zweckes nicht unsere ganze Thätigkeit aufbieten,[],[],[],[];;
werden. Ich schlage vor, aus der Mitte des Congresses eine Deputation,[],[],[],[];;
zu wählen, welche sich alle Mäthe geben soll, bei den europäischen,[],[],[],[];;
Höfen empfangen zu werden.,['Höfen'],[],[],[];;
Unser russischer Kaiser, der Kaiser der Friedensconferenz, welche,['Kaiser'],[],[],[];;
soeben im Namen des Friedens berufen worden ist, wird es, glaube ich,,[],[],[],[];;
nicht ablehnen, gleichzeitig mit anderen Mächten eine solche Deputation,[],[],[],[];;
zu empfangen. Ist dies einmal der Fall, so wird es uns russischen,[],['russischen'],[],[];;
Zionisten ein Leichtes sein, Millionen treu ergebener Zionisten mit,[],[],[],[];;
einemmale zu erwerben.,[],[],[],[];;
Der erste zionistische Congress verkätndete das gesetzlich be,[],[],[],[];;
simmte und anerkannte Princip der Grätndung einer öffentlich,[],[],[],[];;
"rechtlich gesicherten jätdischen Gemeinde in Palästina, der Congress,[],""['rechtlich', 'Palästina']"",[],""['Palästina, der']""";;
muss auch das Princip einer offenbaren, von der Regierung an,[],['Princip'],[],[];;
